PARTNER,TYPE,NAME_FIRST,NAMEMIDDLE,NAME_LAST,NAME_LST2,NAME_ORG1,NAME_ORG2,GESCHL,BIRTHDT,IDTYPE,IDNUMBER,RLTYP,ZZ_CATEGORIA,ZZ_AFILIACION,ZZ_ESTADO_AFIL,COUNTRY,REGION,CITY1,STREET,SMTP_ADDR,TELEFONOS,RELACIONES,ZZ_GRUPO_FAM,ZZ_CONSENT_DP,ZZ_CONSENT_COM,ZZ_PREF,ZZ_PREF_EMAIL,ZZ_FALLECIDO,ZZ_TIPO_ORG,CHDAT
0007000202,1,Esther,,Ramos,Carmona,,,2,19920805,ZCC,953073489,ZAFI,B,AF-000202,A,CO,BOG,11001,Cr. 164C # 2-29 Este,esther.sánchez300@ejemplo.test,3387673110:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000203,1,Flor,Marta,Pedraza,Parra,,,2,20021228,ZCE,916864207,ZAFI,A,AF-000203,A,CO,ANT,05001,Av. calle 170 # 6-19 Este,flor.burbano302@ejemplo.test,3156109913:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000204,1,Milena,,Hoyos,Pérez,,,2,19970318,ZCC,946992358,ZAFI,A,AF-000204,A,CO,VAL,76001,Carrera 46U # 56-3,milena.hernández303@ejemplo.test,3454702610:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000205,1,Miguel,Cristian,Arias,Oviedo,,,1,19830522,ZCC,947204733,ZAFI,B,AF-000205,A,CO,CUN,25754,Cr. 143B # 52-7,miguel.guerra304@ejemplo.test,3341439309:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000206,1,Luz,Gloria,Torres,Santos,,,2,19981121,ZCC,968564038,ZAFI,C,AF-000206,A,CO,VAL,76001,Carrera 11 # 5-6 Este,luz.sierra305@ejemplo.test,3165815450:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000207,1,Fernanda,,Arroyo,Galeano,,,2,19880323,ZCC,962398989,ZAFI,A,AF-000207,A,CO,CUN,25754,Calle 86 Bis Z # 5-50 Sur,fernanda.garcía306@ejemplo.test,3413269475:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000208,1,Edwin,Daniel,Rodríguez,Sánchez,,,1,19500128,ZCC,996400843,ZAFI,B,AF-000208,A,CO,CUN,25286,Carrera 35V # 13-6,edwin.rincón308@ejemplo.test,3090322600:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000209,1,Fernando,,Ramos,Vanegas,,,1,19990119,ZCC,916214695,ZAFI,C,AF-000209,A,CO,CUN,25286,Calle 141 Bis B # 80-18,fernando.méndez309@ejemplo.test,3143651758:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000210,1,Giovanny,,Pérez,Lozano,,,1,19651017,ZCC,937149129,ZAFI,A,AF-000210,A,CO,BOG,11001,Carrera 6ª # 1-7,giovanny.gonzález311@ejemplo.test,3365833986:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000211,1,Adela,Yuliana,Castro,Parada,,,2,19930129,ZCC,977776709,ZAFI,B,AF-000211,A,CO,ANT,05001,Av. carrera 1ª # 44-5,adela.gonzález312@ejemplo.test,3059645343:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000212,1,Fredy,,Saavedra,González,,,1,19460719,ZCC,977561462,ZAFI,A,AF-000212,A,CO,CUN,25286,Carrera 2ª # 1-89 Sur,fredy.martínez313@ejemplo.test,3437388387:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000213,1,Maira,Paola,Ortiz,Ortiz,,,2,19950607,ZCC,972482580,ZAFI,C,AF-000213,A,CO,CUN,25754,Cl. 7U # 3-5 Este,maira.ceballos314@ejemplo.test,3118420598:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000214,1,Eduardo,,Paz,León,,,1,19691211,ZCC,995662144,ZAFI,B,AF-000214,A,CO,BOG,11001,Transversal 67 # 81-79 Sur,eduardo.serrano316@ejemplo.test,3218875243:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000215,1,Patricia,Juana,Narváez,Sánchez,,,2,19640310,ZCC,931666395,ZAFI,A,AF-000215,A,CO,CUN,25286,Cr. 52 # 2B-31 Sur,patricia.granados317@ejemplo.test,3361610083:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000216,1,María,Eliana,Quiroga,Obando,,,2,19830130,ZPAS,923424046,ZAFI,B,AF-000216,A,CO,CUN,25754,Carrera 120O # 68Z-3 Sur,maría.vera318@ejemplo.test,3020763635:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000217,1,Olga,,Domínguez,Sierra,,,2,19580429,ZCC,913983927,ZAFI,B,AF-000217,A,CO,BOG,11001,Avenida Buriticá # 8-73 Sur,olga.giraldo319@ejemplo.test,3092082601:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000218,1,Jesús,,Gaitán,Fuentes,,,1,19921029,ZCC,923497815,ZAFI,B,AF-000218,A,CO,ANT,05001,Cr. 124 # 69-71 Sur,jesús.cáceres320@ejemplo.test,3092443604:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000219,1,José,,Caicedo,Ramos,,,1,19420327,ZCC,942849986,ZAFI,B,AF-000219,A,CO,VAL,76001,Calle 108V # 2-90,josé.gamboa321@ejemplo.test,3125081056:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000220,1,Silvia,,Toro,Romero,,,2,19990802,ZCC,968786420,ZAFI,A,AF-000220,A,CO,VAL,76001,Avenida Macanal # 34-36 Este,silvia.guerrero322@ejemplo.test,3280553309:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000221,1,Lucía,,Vargas,Arias,,,2,19510831,ZCC,962274449,ZAFI,B,AF-000221,A,CO,BOG,11001,Transversal 110 # 85-11 Este,lucía.bermúdez323@ejemplo.test,3416039051:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000222,1,Beatriz,Lucía,Álvarez,Nieto,,,2,19590907,ZCC,957869991,ZAFI,A,AF-000222,A,CO,VAL,76001,Cl. 55 # 81-1 Este,beatriz.bermúdez324@ejemplo.test,3452719885:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000223,1,Marcela,,Garzón,Rodríguez,,,2,19700830,ZCC,961902849,ZAFI,C,AF-000223,A,CO,CUN,25286,Cl. 9ª # 9-3 Sur,marcela.mercado325@ejemplo.test,3469797514:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000224,1,Harold,,Pérez,Sánchez,,,1,19410424,ZCC,985049782,ZAFI,C,AF-000224,A,CO,CUN,25754,Av. Moreno # 1-2 Este,harold.rincón327@ejemplo.test,3422674559:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000225,1,Guillermo,,Villamizar,Ortega,,,1,19730514,ZCC,954568735,ZAFI,B,AF-000225,A,CO,CUN,25286,Cl. 79 # 9-92 Sur,guillermo.lópez328@ejemplo.test,3460709995:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000226,1,Manuel,Carlos,Valencia,Hernández,,,1,20080320,ZCC,994884664,ZAFI,B,AF-000226,A,CO,BOG,11001,Cl. 38 # 4-46 Este,manuel.soto329@ejemplo.test,3084654463:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000227,1,Alberto,,García,Ardila,,,1,19570223,ZCC,920693492,ZAFI,B,AF-000227,A,CO,CUN,25286,Dg. 97 # 71-5,alberto.castellanos331@ejemplo.test,3047872818:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000228,1,Leidy,Libia,González,Ortiz,,,2,19540705,ZCC,940277157,ZAFI,C,AF-000228,A,CO,ANT,05001,Carrera 133 # 11V-69,leidy.sánchez332@ejemplo.test,3223844575:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000229,1,Arnulfo,Alexander,Fuentes,Ospino,,,1,20080618,ZCC,910645967,ZAFI,A,AF-000229,A,CO,CUN,25286,Avenida Sucre # 6-7 Sur,arnulfo.mosquera333@ejemplo.test,3435050883:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000230,1,Blanca,Leidy,Yepes,Benavides,,,2,20020307,ZCC,955838242,ZAFI,A,AF-000230,A,CO,CUN,25286,Carrera 45N # 3-67 Sur,blanca.salcedo335@ejemplo.test,3423938931:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000231,1,Angélica,María,Garzón,Ríos,,,2,19681103,ZPPT,997192411,ZAFI,B,AF-000231,A,CO,CUN,25286,Carrera 1 Bis C # 2-2,angélica.rodríguez337@ejemplo.test,3188752388:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000232,1,Paola,Astrid,Ortega,Mena,,,2,20060416,ZPAS,961806872,ZAFI,B,AF-000232,A,CO,VAL,76001,Cl. 96 # 6-7 Sur,paola.martínez338@ejemplo.test,3394435299:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000233,1,Jhon,Horacio,Carvajal,Camargo,,,1,19780426,ZCC,917140822,ZAFI,A,AF-000233,A,CO,VAL,76001,Cr. 100 # 1F-2,jhon.camargo339@ejemplo.test,3174432010:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000234,1,Carmen,Lucía,Agudelo,Tamayo,,,2,19740812,ZCC,980091618,ZAFI,C,AF-000234,A,CO,BOG,11001,Tr. 68 # 44-4 Este,carmen.peña341@ejemplo.test,3032425935:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000235,1,Mary,Beatriz,Gaviria,Amaya,,,2,19930829,ZCC,926491899,ZAFI,C,AF-000235,A,CO,CUN,25286,Cr. 103W # 1-7,mary.acosta342@ejemplo.test,3394295508:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000236,1,Juan,Eduardo,Ocampo,Salazar,,,1,19970629,ZCC,972291496,ZAFI,A,AF-000236,A,CO,ANT,05001,Avenida carrera 164 # 9-7,juan.pabón343@ejemplo.test,3323034181:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000237,1,Jhon,Diego,Ruiz,Ordóñez,,,1,19570511,ZCC,914068381,ZAFI,B,AF-000237,A,CO,VAL,76001,Av. Vargas # 2-6,jhon.cuéllar344@ejemplo.test,3377873707:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000238,1,Camilo,Arturo,Vega,Suárez,,,1,19500916,ZCC,974353795,ZAFI,B,AF-000238,A,CO,ANT,05001,Calle 171 # 39-4,camilo.toro345@ejemplo.test,3162237951:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000239,1,Hugo,Kevin,Ávila,Duarte,,,1,19411104,ZCC,927863101,ZAFI,B,AF-000239,A,CO,CUN,25286,Carrera 18E # 69-5,hugo.vélez347@ejemplo.test,3447668891:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000240,1,Nora,,Ríos,Pérez,,,2,19780129,ZCC,971217449,ZAFI,C,AF-000240,A,CO,VAL,76001,Avenida calle 37 # 8-7 Este,nora.castillo349@ejemplo.test,3124120172:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000241,1,Jesús,Julián,Trujillo,Torres,,,1,19650324,ZCC,931379713,ZAFI,C,AF-000241,A,CO,BOG,11001,Carrera 85 # 33-5 Este,jesús.gonzález350@ejemplo.test,3478370755:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000242,1,Samuel,Iván,Sepúlveda,Pulido,,,1,19690408,ZCC,997966127,ZAFI,C,AF-000242,A,CO,VAL,76001,Carrera 96D # 2-8 Sur,samuel.osorio352@ejemplo.test,3413575170:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000243,1,Fernando,,Patiño,Silva,,,1,19790505,ZCC,956427328,ZAFI,A,AF-000243,A,CO,CUN,25754,Cr. 65 # 22-3,fernando.restrepo354@ejemplo.test,3081874757:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000244,1,Ximena,,Álvarez,Morales,,,2,20041017,ZCC,927750288,ZAFI,C,AF-000244,A,CO,ANT,05001,Diagonal 22O # 6-3 Este,ximena.martínez356@ejemplo.test,3119064048:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000245,1,Jhon,,Pineda,Mejía,,,1,19531202,ZCC,919491486,ZAFI,B,AF-000245,A,CO,CUN,25286,Diagonal 4I # 7Q-1,jhon.orjuela357@ejemplo.test,3162501506:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000246,1,Eder,Gerardo,Lozano,Hurtado,,,1,20080427,ZCC,940640121,ZAFI,A,AF-000246,A,CO,BOG,11001,Carrera 7ª # 8-9 Este,eder.rivera358@ejemplo.test,3483631115:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000247,1,Marco,,Molina,Rangel,,,1,19891105,ZCC,965658894,ZAFI,B,AF-000247,A,CO,ANT,05001,Avenida carrera 2ª # 9-44 Sur,marco.sánchez359@ejemplo.test,3260345783:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000248,1,Stella,,Manrique,Pérez,,,2,19961005,ZCC,963195345,ZAFI,B,AF-000248,A,CO,BOG,11001,Tr. 161 Este # 83-1 Sur,stella.melo360@ejemplo.test,3326407866:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000249,1,María,María,Bautista,Ayala,,,2,19641112,ZCC,976403270,ZAFI,C,AF-000249,A,CO,VAL,76001,Cr. 26 # 4-5 Sur,maría.mercado361@ejemplo.test,3244265754:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000250,1,Catalina,Andrea,Castro,Rodríguez,,,2,19910829,ZCC,994979365,ZAFI,C,AF-000250,A,CO,CUN,25286,Dg. 51K Este # 84-4,catalina.sanabria362@ejemplo.test,3459950787:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000251,1,María,,Leal,Palacio,,,2,19460227,ZCC,987367630,ZAFI,C,AF-000251,A,CO,VAL,76001,Dg. 31 # 4B-6,maría.zambrano363@ejemplo.test,3357668941:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000252,1,Javier,Maicol,Fuentes,Garcés,,,1,19961030,ZCC,959663437,ZAFI,C,AF-000252,A,CO,BOG,11001,Calle 111Y Bis A # 69-3 Sur,javier.ramírez364@ejemplo.test,3067477803:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000253,1,Harold,Carlos,Silva,Beltrán,,,1,19800410,ZCC,931017651,ZAFI,C,AF-000253,A,CO,ANT,05001,Cr. 80 # 77-4,harold.cuéllar365@ejemplo.test,3227413634:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000254,1,Miguel,Juan,Granados,Páez,,,1,20050829,ZCC,972485452,ZAFI,C,AF-000254,A,CO,ANT,05001,Dg. 77 # 93-2 Sur,miguel.alzate366@ejemplo.test,3281970291:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000255,1,Carlos,,González,Duque,,,1,19991002,ZCC,931175071,ZAFI,B,AF-000255,A,CO,VAL,76001,Carrera 4ª # 28U-11,carlos.sánchez368@ejemplo.test,3347094564:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000256,1,Dolly,María,Ortiz,Jaimes,,,2,19471023,ZCC,968118642,ZAFI,C,AF-000256,A,CO,CUN,25286,Avenida carrera 76 # 83-1 Este,dolly.castro370@ejemplo.test,3054161356:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000257,1,Edith,Sandra,Garcés,Zapata,,,2,19810808,ZCE,981826866,ZAFI,B,AF-000257,A,CO,BOG,11001,Transversal 130L Bis E # 6-3 Este,edith.agudelo371@ejemplo.test,3485937807:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000258,1,Gloria,Cecilia,López,Bohórquez,,,2,19791221,ZCC,975556590,ZAFI,B,AF-000258,A,CO,CUN,25754,Cr. 22 # 1V-55 Este,gloria.barrios372@ejemplo.test,3035931533:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000259,1,María,Daniela,Estrada,Reyes,,,2,19860729,ZCC,927108087,ZAFI,C,AF-000259,A,CO,BOG,11001,Cl. 8ª # 85-76 Este,maría.bejarano373@ejemplo.test,3331883336:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000260,1,María,,Manrique,Martínez,,,2,19590525,ZCC,971736831,ZAFI,A,AF-000260,A,CO,CUN,25286,Avenida calle 140 # 2M-4 Este,maría.sánchez374@ejemplo.test,3184142856:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000261,1,Iván,,Mena,Rodríguez,,,1,19690103,ZCC,942644299,ZAFI,A,AF-000261,A,CO,CUN,25754,Av. carrera 171 # 86-92 Este,iván.campo375@ejemplo.test,3176261107:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000262,1,Heriberto,Germán,Puentes,Velásquez,,,1,19691205,ZCC,930904368,ZAFI,C,AF-000262,A,CO,BOG,11001,Diagonal 19J # 1-4 Sur,heriberto.pineda376@ejemplo.test,3473971328:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000263,1,Julián,,Fuentes,Cardona,,,1,19630518,ZCC,974736604,ZAFI,A,AF-000263,A,CO,ANT,05001,Av. calle 89 # 81-29 Sur,julián.gómez377@ejemplo.test,3210885383:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000264,1,Alberto,Cristian,Peña,Díaz,,,1,19930828,ZCC,982738719,ZAFI,B,AF-000264,A,CO,VAL,76001,Carrera 23 # 6-7,alberto.mejía378@ejemplo.test,3288762153:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000265,1,Patricia,Lucía,Mora,Sánchez,,,2,19740212,ZCC,919383507,ZAFI,C,AF-000265,A,CO,BOG,11001,Cl. 79 # 11-5,patricia.benavides379@ejemplo.test,3083890162:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000266,1,Gustavo,,Burbano,Ramos,,,1,19581206,ZCE,954565820,ZAFI,A,AF-000266,A,CO,BOG,11001,Cr. 2ª # 9-9,gustavo.rivera380@ejemplo.test,3115337285:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000267,1,Armando,,Pineda,Calderón,,,1,19720502,ZCC,927071886,ZAFI,C,AF-000267,A,CO,ANT,05001,Transversal 52 # 5U-29 Este,armando.molina382@ejemplo.test,3133992293:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000268,1,Enrique,,Guerra,Ramos,,,1,19640731,ZCC,944820112,ZAFI,B,AF-000268,A,CO,VAL,76001,Avenida Támesis # 6-8,enrique.orozco384@ejemplo.test,3149004443:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000269,1,Felipe,,Quiroga,Díaz,,,1,19421230,ZCC,934641019,ZAFI,B,AF-000269,A,CO,VAL,76001,Tr. 35 # 33L-6 Sur,felipe.vanegas385@ejemplo.test,3495037141:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000270,1,Fabio,Daniel,Delgado,Rodríguez,,,1,19991007,ZCC,973980884,ZAFI,C,AF-000270,A,CO,VAL,76001,Calle 3S # 88-62,fabio.montoya386@ejemplo.test,3077180673:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000271,1,Dayana,Mónica,Portilla,Velásquez,,,2,19850804,ZCC,914492061,ZAFI,A,AF-000271,A,CO,CUN,25286,Cl. 32 # 6-54,dayana.vergara387@ejemplo.test,3376980019:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000272,1,Paula,Carmen,Rodríguez,Páez,,,2,19890607,ZCC,948854566,ZAFI,B,AF-000272,A,CO,BOG,11001,Cr. 18 # 40-3 Sur,paula.torres388@ejemplo.test,3369414146:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000273,1,Lina,,Ávila,Zapata,,,2,19941016,ZCC,939776447,ZAFI,A,AF-000273,A,CO,ANT,05001,Calle 16E # 49-1,lina.vásquez389@ejemplo.test,3080329535:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000274,1,Rafael,,Rodríguez,Barreto,,,1,19880401,ZCC,995112097,ZAFI,C,AF-000274,A,CO,ANT,05001,Cl. 188 Este # 1-8 Este,rafael.ceballos390@ejemplo.test,3165812208:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000275,1,Javier,Alex,Gamboa,Gutiérrez,,,1,19620317,ZCC,925394604,ZAFI,C,AF-000275,A,CO,VAL,76001,Avenida carrera 107 # 70-4 Sur,javier.portilla391@ejemplo.test,3170335251:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000276,1,Julián,Andrés,Sánchez,Osorio,,,1,19850525,ZCC,971455638,ZAFI,B,AF-000276,A,CO,VAL,76001,Cl. 58 # 41-42,julián.valencia392@ejemplo.test,3359229577:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000277,1,Ana,,Ortega,Londoño,,,2,20060620,ZPAS,980390085,ZAFI,A,AF-000277,A,CO,CUN,25286,Cr. 70 # 91-1 Este,ana.sánchez393@ejemplo.test,3499049844:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000278,1,Camila,,Martínez,Pardo,,,2,19800614,ZCC,930122273,ZAFI,C,AF-000278,A,CO,VAL,76001,Av. Quintero # 70-1 Sur,camila.mejía394@ejemplo.test,3352823661:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000279,1,Elena,Andrea,Cifuentes,Rodríguez,,,2,19820526,ZCC,975249642,ZAFI,B,AF-000279,A,CO,VAL,76001,Av. calle 198 # 9Q-6 Sur,elena.rentería396@ejemplo.test,3448406216:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000280,1,Luis,,González,Solano,,,1,19931116,ZCC,993054500,ZAFI,C,AF-000280,A,CO,BOG,11001,Transversal 78F # 44-1 Sur,luis.parra397@ejemplo.test,3439667425:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000281,1,Eder,Fernando,Acosta,Hernández,,,1,19981026,ZCE,932900764,ZAFI,C,AF-000281,A,CO,CUN,25754,Cl. 10J # 5-76 Sur,eder.valencia398@ejemplo.test,3052984028:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000282,1,Ricardo,,López,Contreras,,,1,19761016,ZCC,964348754,ZAFI,C,AF-000282,A,CO,CUN,25754,Transversal 7S # 3-2 Este,ricardo.uribe399@ejemplo.test,3093941336:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000283,1,Yadira,Natalia,Arango,Ceballos,,,2,19440928,ZCC,970062783,ZAFI,C,AF-000283,A,CO,BOG,11001,Calle 59 Bis P # 37-54,yadira.salcedo400@ejemplo.test,3210281695:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000284,1,María,Yeny,Durán,Rodríguez,,,2,20030919,ZCC,959148054,ZAFI,B,AF-000284,A,CO,VAL,76001,Avenida Ciénaga de Oro # 3Q-97 Este,maría.hurtado401@ejemplo.test,3239600170:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000285,1,Katherin,Mariela,Betancur,Gamboa,,,2,19431116,ZCC,920468307,ZAFI,A,AF-000285,A,CO,ANT,05001,Dg. 74 # 3Z-42,katherin.guerrero402@ejemplo.test,3067776714:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000286,1,Patricia,Oliva,García,Forero,,,2,19670812,ZCC,917872706,ZAFI,C,AF-000286,A,CO,VAL,76001,Diagonal 1R # 14-8 Este,patricia.ortega403@ejemplo.test,3260801978:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000287,1,Roberto,,Valencia,Hernández,,,1,19551020,ZCC,962829215,ZAFI,A,AF-000287,A,CO,ANT,05001,Cl. 198A # 37S-72 Sur,roberto.guerrero404@ejemplo.test,3017038934:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000288,1,Eider,,Gutiérrez,Contreras,,,1,19900212,ZCC,973009371,ZAFI,A,AF-000288,A,CO,ANT,05001,Cl. 1ª # 81-15,eider.figueroa405@ejemplo.test,3284181544:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000289,1,Alberto,Jorge,Castaño,Quintero,,,1,19490905,ZCC,911927596,ZAFI,B,AF-000289,A,CO,CUN,25286,Av. carrera 119 # 53-1 Este,alberto.figueroa406@ejemplo.test,3354559875:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000290,1,Ángel,Orlando,Durán,Orjuela,,,1,19680315,ZCC,986929405,ZAFI,C,AF-000290,A,CO,VAL,76001,Av. calle 71 # 1-25 Sur,ángel.morales411@ejemplo.test,3328125991:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000291,1,Miguel,,Vega,Ojeda,,,1,19550222,ZCC,959795909,ZAFI,C,AF-000291,A,CO,CUN,25754,Avenida calle 5ª # 6-6 Este,miguel.soto412@ejemplo.test,3389696154:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000292,1,Adriana,Sofía,Ramírez,Durán,,,2,20080812,ZCC,957840816,ZAFI,B,AF-000292,A,CO,VAL,76001,Cl. 38 # 23F-5,adriana.gutiérrez415@ejemplo.test,3034180918:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000293,1,Francisco,,Mendoza,Murillo,,,1,19431011,ZCE,927998707,ZAFI,B,AF-000293,A,CO,BOG,11001,Carrera 64 # 8-26 Este,francisco.garcía420@ejemplo.test,3394976485:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000294,1,Janeth,Isabel,Pérez,Díaz,,,2,19750310,ZCC,918094794,ZAFI,B,AF-000294,A,CO,VAL,76001,Dg. 161 # 18-6 Sur,janeth.romero422@ejemplo.test,3472715566:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000295,1,Daniel,Osvaldo,Rivera,Rodríguez,,,1,19820502,ZCC,948919091,ZAFI,C,AF-000295,A,CO,ANT,05001,Carrera 188A # 5-15 Este,daniel.martínez423@ejemplo.test,3489403440:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000296,1,Rosa,Juliana,Rodríguez,Álvarez,,,2,19740204,ZCC,968897462,ZAFI,C,AF-000296,A,CO,VAL,76001,Cr. 13 # 81-86 Sur,rosa.lozano424@ejemplo.test,3167656666:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000297,1,Consuelo,,Medina,Hernández,,,2,19710708,ZCC,967896176,ZAFI,A,AF-000297,A,CO,BOG,11001,Carrera 65 # 6-80 Este,consuelo.delgado425@ejemplo.test,3261986809:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000298,1,Camilo,Fabián,Ramírez,Gómez,,,1,19770716,ZCC,970327938,ZAFI,C,AF-000298,A,CO,CUN,25754,Carrera 14H # 87-2 Este,camilo.daza426@ejemplo.test,3398321699:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000299,1,Diego,,Muñoz,Riascos,,,1,19990109,ZCC,960213187,ZAFI,B,AF-000299,A,CO,CUN,25754,Cr. 32 # 22-3,diego.cruz427@ejemplo.test,3183261357:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000300,1,Yuri,,Méndez,González,,,2,19681017,ZCC,947219144,ZAFI,B,AF-000300,A,CO,VAL,76001,Av. Guaviare # 9-56 Este,yuri.bermúdez430@ejemplo.test,3322502372:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000301,1,Nidia,María,Estrada,Galvis,,,2,19940130,ZCE,963304293,ZAFI,B,AF-000301,A,CO,CUN,25286,Calle 132 # 80-8 Sur,nidia.daza431@ejemplo.test,3089811960:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000302,1,Deicy,Blanca,Moreno,Gaitán,,,2,19650902,ZCC,951536503,ZAFI,A,AF-000302,A,CO,VAL,76001,Calle 6 Sur # 1-18 Sur,deicy.garcía432@ejemplo.test,3437574761:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000303,1,David,Juan,Silva,Pérez,,,1,19540817,ZCC,924970804,ZAFI,C,AF-000303,A,CO,VAL,76001,Cl. 78 # 42-7 Este,david.márquez433@ejemplo.test,3398185038:TIT:OWN:TIT,,,Y,Y,,,,,20260901
