KUNNR,KTOKD,STKZN,NAME1,NAME2,STCD1,STCD2,GBDAT,LAND1,REGIO,ORT01,STRAS,TELF1,SMTP_ADDR,CTLPC,ZZ_CONTRATOS,ZZ_SERVICIOS,BPROL,ZZ_CATEGORIA,ZZ_BENEFICIARIO_DE,LOEVM,ERDAT,AEDAT
0000300200,ZPER,X,Juan,Maldonado Galindo,,966177677,1955-07-25,CO,CUN,25286,Av. Los Santos # 61-2,3228657933,JUAN.RAMÍREZ641@EJEMPLO.TEST,001,CR-00200:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300201,ZPER,X,Eugenia Rocío,Soto Oviedo,,981012691,1945-07-25,CO,CUN,25754,Carrera 77G # 7-9 Este,3224512218,EUGENIA.GÓMEZ645@EJEMPLO.TEST,002,CR-00201:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300202,ZPER,X,Stella Yaneth,Carvajal Barragán,,937054341,2004-01-17,CO,BOG,11001,Carrera 156 # 31P-3 Este,3377333520,STELLA.MOSQUERA653@EJEMPLO.TEST,001,CR-00202:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300203,ZPER,X,Erika Juliana,Rodríguez Herrera,,922584861,1972-08-23,CO,CUN,25286,Cl. 81 # 4-60,3291734829,ERIKA.BLANCO657@EJEMPLO.TEST,003,CR-00203:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300204,ZPER,X,Sebastián Carlos,Ariza Rodríguez,,965508127,1942-05-28,CO,BOG,11001,Transversal 150 # 5-1 Sur,3054956320,SEBASTIÁN.GARCÉS663@EJEMPLO.TEST,001,CR-00204:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300205,ZPER,X,Flor,Sánchez Arboleda,,917216155,1974-05-11,CO,CUN,25286,Tr. 53 # 5-5,3041593970,FLOR.HENAO672@EJEMPLO.TEST,001,CR-00205:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300206,ZPER,X,Sandra María,Caballero Díaz,,910952156,1957-08-18,CO,VAL,76001,Calle 154 # 2-95 Sur,3247258635,SANDRA.LOZANO674@EJEMPLO.TEST,003,CR-00206:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300207,ZPER,X,Isabel,Castañeda González,,919017533,2004-03-10,CO,ANT,05001,Avenida calle 168 # 95-3 Sur,3060431955,ISABEL.RIVERA675@EJEMPLO.TEST,001,CR-00207:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300208,ZPER,X,Paulina Angie,Montoya Pérez,,947846933,2004-12-10,CO,CUN,25286,Dg. 71 # 90-21 Sur,3078781365,PAULINA.GONZÁLEZ676@EJEMPLO.TEST,003,CR-00208:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300209,ZPER,X,Luz,Quiroga Vega,,934651503,1968-02-05,CO,CUN,25754,Cr. 35H # 73-7 Sur,3131849701,LUZ.MORALES682@EJEMPLO.TEST,003,CR-00209:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300210,ZPER,X,Edwin,Díaz Rojas,,966263158,1942-01-17,CO,ANT,05001,Avenida calle 4ª # 5-2 Este,3336754617,EDWIN.CABALLERO685@EJEMPLO.TEST,002,CR-00210:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300211,ZPER,X,José,Garzón Betancur,,967770491,1974-07-14,CO,ANT,05001,Calle 159 # 8M-39,3294413706,JOSÉ.MOLANO686@EJEMPLO.TEST,001,CR-00211:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300212,ZPER,X,Carlos David,Rojas Cáceres,,956041935,1943-12-12,CO,BOG,11001,Calle 47 # 38L-76,3279821615,CARLOS.GUZMÁN690@EJEMPLO.TEST,002,CR-00212:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300213,ZPER,X,Jhoana Marcela,Lara Osorio,,940129345,1987-11-21,CO,ANT,05001,Calle 98 # 9-79 Este,3091509711,JHOANA.BONILLA698@EJEMPLO.TEST,003,CR-00213:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300214,ZPER,X,Yanet Andrea,Bernal Méndez,,988401477,1983-12-05,CO,ANT,05001,Cr. 70 # 80-32 Sur,3121989836,YANET.RODRÍGUEZ699@EJEMPLO.TEST,003,CR-00214:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300215,ZPER,X,Guillermo Leonardo,Bautista Sepúlveda,,988343132,1942-10-12,CO,BOG,11001,Calle 125 # 45P-87 Este,3010554007,GUILLERMO.GÓMEZ702@EJEMPLO.TEST,003,CR-00215:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300216,ZPER,X,Jaime Raúl,Montoya Bermúdez,,994199225,2001-09-30,CO,VAL,76001,Cr. 8ª # 6-16 Sur,3263336912,JAIME.RUIZ709@EJEMPLO.TEST,002,CR-00216:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300217,ZPER,X,Edgar Francisco,Ramírez Vergara,,926693238,1983-05-21,CO,CUN,25286,Cl. 8I # 7S-65,3472526640,EDGAR.GONZÁLEZ712@EJEMPLO.TEST,003,CR-00217:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300218,ZPER,X,Lucía Gloria,Rojas González,,954934947,1990-06-04,CO,BOG,11001,Carrera 8ª # 6-8,3110208338,LUCÍA.PATIÑO713@EJEMPLO.TEST,002,CR-00218:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300219,ZPER,X,Milena,Gómez Álvarez,,980223520,1997-12-18,CO,CUN,25286,Carrera 9ª # 9-78 Este,3048134745,MILENA.CASTRO714@EJEMPLO.TEST,002,CR-00219:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300220,ZPER,X,Valentina Mariana,Campo Duarte,,914182722,2000-08-24,CO,VAL,76001,Av. calle 1ª # 3N-9,3228007696,VALENTINA.RAMÍREZ716@EJEMPLO.TEST,003,CR-00220:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300221,ZPER,X,Paola Luz,Gallego Vega,,914267387,1992-02-27,CO,BOG,11001,Cl. 95T # 72-57 Este,3240843082,PAOLA.ESCOBAR718@EJEMPLO.TEST,001,CR-00221:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300222,ZPER,X,David Andrés,Silva Molina,,969926276,2004-05-02,CO,BOG,11001,Av. calle 1ª # 1M-5,3372903951,DAVID.VARGAS721@EJEMPLO.TEST,003,CR-00222:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300223,ZPER,X,Jhonny,Jaramillo García,,978532730,1950-07-20,CO,BOG,11001,Av. carrera 3ª # 40-58 Sur,3318382439,JHONNY.RENTERÍA724@EJEMPLO.TEST,003,CR-00223:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300224,ZPER,X,Germán,Martínez León,,953987679,1997-07-31,CO,ANT,05001,Carrera 89 # 2-9,3350580142,GERMÁN.MURILLO728@EJEMPLO.TEST,002,CR-00224:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300225,ZPER,X,Ana Jenny,Carrillo Camacho,,969261325,1989-07-31,CO,ANT,05001,Cr. 3E # 56-23 Este,3376968588,ANA.RIVERA729@EJEMPLO.TEST,003,CR-00225:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300226,ZPER,X,Eugenia,Castellanos Martínez,,966674003,1986-08-07,CO,CUN,25286,Cl. 6 Bis # 4-29 Sur,3380839815,EUGENIA.GONZÁLEZ730@EJEMPLO.TEST,003,CR-00226:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300227,ZPER,X,Matilde Gloria,Montoya Caicedo,,987947179,1941-01-02,CO,BOG,11001,Avenida calle 70 # 36-18 Sur,3157375951,MATILDE.DÍAZ731@EJEMPLO.TEST,003,CR-00227:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300228,ZPER,X,Cindy Eugenia,Castañeda Barrios,,938231752,1987-12-13,CO,ANT,05001,Cr. 46 # 91G-34 Sur,3259379156,CINDY.MOLINA733@EJEMPLO.TEST,003,CR-00228:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300229,ZPER,X,César Ángel,Alarcón Castro,,985239314,1998-11-08,CO,ANT,05001,Cr. 2ª # 6-20 Este,3441834225,CÉSAR.MESA734@EJEMPLO.TEST,003,CR-00229:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300230,ZPER,X,Alejandro Carlos,Fernández Cabrera,,941416390,1984-10-28,CO,CUN,25286,Cl. 3ª # 5-44 Este,3095120646,ALEJANDRO.GÓMEZ736@EJEMPLO.TEST,003,CR-00230:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300231,ZPER,X,José Darwin,Molina Córdoba,,964268730,1974-01-12,CO,BOG,11001,Carrera 2ª # 8-68,3330240203,JOSÉ.CARDONA737@EJEMPLO.TEST,003,CR-00231:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300232,ZPER,X,Andrés William,Zapata Jiménez,,939296580,1958-09-28,CO,VAL,76001,Cr. 11 # 1-5 Sur,3099560004,ANDRÉS.OCHOA746@EJEMPLO.TEST,002,CR-00232:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300233,ZPER,X,Rafael,Guerrero Fernández,,973838689,1959-04-22,CO,VAL,76001,Cr. 199 # 75-1 Este,3287673289,RAFAEL.OBANDO749@EJEMPLO.TEST,001,CR-00233:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300234,ZPER,X,Marina,Rodríguez Espinosa,,983426343,1981-07-25,CO,ANT,05001,Carrera 6K # 17-56,3298738428,MARINA.FRANCO751@EJEMPLO.TEST,003,CR-00234:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300235,ZPER,X,Ana,Jaramillo González,,927422152,1979-01-23,CO,BOG,11001,Diagonal 198 # 93-3,3352605060,ANA.PARRA753@EJEMPLO.TEST,003,CR-00235:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300236,ZPER,X,Edinson,Rueda Duque,,943740229,1943-05-23,CO,BOG,11001,Carrera 190 # 37-93,3345644049,EDINSON.MONTOYA761@EJEMPLO.TEST,002,CR-00236:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300237,ZPER,X,Juan Moisés,Herrera Duarte,,996955788,1960-01-25,CO,VAL,76001,Cr. 8 Bis J # 7-55 Sur,3478811122,JUAN.BETANCUR765@EJEMPLO.TEST,001,CR-00237:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300238,ZPER,X,Eduar,Silva Parra,,926991980,1949-04-28,CO,CUN,25754,Avenida Peña # 52-8 Este,3091794462,EDUAR.PINEDA766@EJEMPLO.TEST,003,CR-00238:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300239,ZPER,X,Nury,Morales Ortiz,,992482535,1953-12-19,CO,CUN,25286,Cr. 197D # 7Q-6,3047481830,NURY.VEGA769@EJEMPLO.TEST,002,CR-00239:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300240,ZPER,X,Andrés Carlos,Flórez Hernández,,943918674,1960-12-31,CO,CUN,25286,Cl. 73 # 69-6,3262625579,ANDRÉS.PARRA772@EJEMPLO.TEST,003,CR-00240:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300241,ZPER,X,Liliana Carmen,Carmona Rodríguez,,925717394,1965-03-04,CO,BOG,11001,Carrera 24 # 6-49,3016500972,LILIANA.VELÁSQUEZ776@EJEMPLO.TEST,001,CR-00241:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300242,ZPER,X,Wilson Andrés,Muñoz López,,919286166,1942-02-16,CO,CUN,25754,Cr. 97 # 41-2 Este,3199481227,WILSON.VÉLEZ785@EJEMPLO.TEST,002,CR-00242:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300243,ZPER,X,Stiven Libardo,Rengifo Pinzón,,987696613,1963-01-19,CO,CUN,25286,Cl. 194 # 7-9 Sur,3285347201,STIVEN.RUEDA786@EJEMPLO.TEST,002,CR-00243:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300244,ZPER,X,Gabriel Carlos,Lozano Prada,,963719101,1969-05-17,CO,CUN,25754,Calle 49 # 31-5 Este,3216856240,GABRIEL.SEPÚLVEDA790@EJEMPLO.TEST,001,CR-00244:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300245,ZORG,,Granados Inc S.A.,GRANADOS INC,834287814-6,,,CO,CUN,25754,Avenida carrera 115 # 6R-74 Sur,6012628099,contacto@granados.test,,CT-00245:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300246,ZORG,,Fundación Moreno-Meza,MORENO-MEZA,877873196-2,,,CO,CUN,25286,Calle 126 # 29C-4,6017128755,contacto@moreno-meza.test,,CT-00246:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300247,ZORG,,Fundación Martínez-Aguirre,MARTÍNEZ-AGUIRRE,890776832-0,,,CO,CUN,25754,Cr. 2ª # 4-67,6014884031,contacto@martínez-aguirre.test,,CT-00247:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300248,ZORG,,Gaitán Gómez and Aguilar Ltda.,GAITÁN GÓMEZ AND AGUILAR,868972384-2,,,CO,CUN,25286,Cr. 52L # 9-9,6016751382,contacto@gaitán.test,,CT-00248:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300249,ZORG,,Fundación Rosero Inc,ROSERO INC,884633018-6,,,CO,VAL,76001,Carrera 47 # 9-36 Este,6013380250,contacto@rosero.test,,CT-00249:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300250,ZORG,,Miranda Group Ltda.,MIRANDA GROUP,813841700-5,,,CO,BOG,11001,Transversal 3ª # 69S-5 Sur,6015695646,contacto@miranda.test,,CT-00250:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300251,ZORG,,Caicedo PLC S.A.,CAICEDO PLC,826039304-1,,,CO,VAL,76001,Avenida calle 47 # 46-4,6014053058,contacto@caicedo.test,,CT-00251:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300252,ZORG,,Cárdenas Ltd S.A.S.,CÁRDENAS LTD,843168433-6,,,CO,CUN,25286,Diagonal 8K Sur # 42-3,6014210725,contacto@cárdenas.test,,CT-00252:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300253,ZORG,,Fundación Arteaga PLC,ARTEAGA PLC,879742535-1,,,CO,VAL,76001,Dg. 9C # 1-4 Este,6018225817,contacto@arteaga.test,,CT-00253:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300254,ZORG,,Fundación Bernal-Naranjo,BERNAL-NARANJO,846460646-1,,,CO,CUN,25286,Av. Ever Rafael Trujillo # 6-68 Sur,6019179364,contacto@bernal-naranjo.test,,CT-00254:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300255,ZORG,,Gil and Sons S.A.S.,GIL AND SONS,822295934-1,,,CO,CUN,25754,Calle 1ª # 85I-2,6019053475,contacto@gil.test,,CT-00255:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300256,ZORG,,Fundación Yepes Padilla and Monsalve,YEPES PADILLA AND MONSALVE,864467435-1,,,CO,CUN,25286,Cl. 76I Sur # 7Y-71 Este,6014661392,contacto@yepes.test,,CT-00256:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300257,ZORG,,Gil LLC S.A.S.,GIL LLC,856105680-6,,,CO,ANT,05001,Cr. 4Q # 81-3,6012755290,contacto@gil.test,,CT-00257:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300258,ZORG,,Contreras-Torres S.A.S.,CONTRERAS-TORRES,868693661-0,,,CO,CUN,25754,Carrera 45 # 7-94,6017629832,contacto@contreras-torres.test,,CT-00258:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300259,ZORG,,Contreras and Sons S.A.S.,CONTRERAS AND SONS,864723727-3,,,CO,ANT,05001,Calle 36 Sur # 78-98,6017498751,contacto@contreras.test,,CT-00259:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300260,ZORG,,Contreras-Mendoza S.A.S.,CONTRERAS-MENDOZA,890909653-1,,,CO,BOG,11001,Calle 60 # 10-1 Este,6013300841,contacto@contreras-mendoza.test,,CT-00260:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300261,ZORG,,Moreno Ltd Ltda.,MORENO LTD,882631662-3,,,CO,ANT,05001,Cl. 166 # 42-1 Sur,6019722254,contacto@moreno.test,,CT-00261:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300262,ZORG,,Pérez Jaramillo and Zuluaga S.A.S.,PÉREZ JARAMILLO AND ZULUAGA,820070719-0,,,CO,CUN,25286,Cr. 63X Bis # 7-62,6012280349,contacto@pérez.test,,CT-00262:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300263,ZORG,,Murillo Group Ltda.,MURILLO GROUP,868253098-6,,,CO,BOG,11001,Avenida calle 187 # 1-30 Este,6016691321,contacto@murillo.test,,CT-00263:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300264,ZORG,,Alvarado Mendoza and Calderón S.A.,ALVARADO MENDOZA AND CALDERÓN,855126403-9,,,CO,ANT,05001,Tr. 141 # 32-7 Sur,6018221186,contacto@alvarado.test,,CT-00264:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300265,ZORG,,Fundación Andrade Inc,ANDRADE INC,845347971-2,,,CO,CUN,25286,Cr. 45 # 6-11 Este,6018258712,contacto@andrade.test,,CT-00265:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300266,ZORG,,López Ltd S.A.,LÓPEZ LTD,841735403-0,,,CO,VAL,76001,Calle 160Y # 6Z-80 Sur,6019709146,contacto@lópez.test,,CT-00266:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300267,ZORG,,Hurtado Group S.A.,HURTADO GROUP,879150726-0,,,CO,CUN,25754,Carrera 97 # 3-3 Sur,6019855253,contacto@hurtado.test,,CT-00267:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300268,ZORG,,Vallejo Group S.A.S.,VALLEJO GROUP,891473141-2,,,CO,CUN,25286,Calle 21 Bis E # 80-5,6014238206,contacto@vallejo.test,,CT-00268:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300269,ZORG,,Rincón Ltd S.A.,RINCÓN LTD,876409984-8,,,CO,BOG,11001,Transversal 7 Bis # 6-89,6012724619,contacto@rincón.test,,CT-00269:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300270,ZORG,,Fundación Naranjo Paz and Moreno,NARANJO PAZ AND MORENO,898012488-0,,,CO,ANT,05001,Cl. 12 # 29-6 Sur,6013880927,contacto@naranjo.test,,CT-00270:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300271,ZORG,,Betancur Orjuela and Hernández S.A.,BETANCUR ORJUELA AND HERNÁNDEZ,812136419-2,,,CO,BOG,11001,Cr. 4U # 2-70 Este,6019568171,contacto@betancur.test,,CT-00271:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300272,ZORG,,Torres PLC S.A.S.,TORRES PLC,871441006-6,,,CO,CUN,25754,Avenida carrera 1ª # 9-2 Sur,6013305576,contacto@torres.test,,CT-00272:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300273,ZORG,,Arango Ltd S.A.,ARANGO LTD,816421634-6,,,CO,ANT,05001,Cl. 137U # 83-61,6012009039,contacto@arango.test,,CT-00273:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300274,ZORG,,Fundación Alvarado Blanco and Melo,ALVARADO BLANCO AND MELO,892098803-5,,,CO,CUN,25286,Cr. 108A # 70-25 Este,6014843181,contacto@alvarado.test,,CT-00274:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300275,ZORG,,Montenegro-Vega S.A.,MONTENEGRO-VEGA,845269867-1,,,CO,CUN,25286,Calle 32 # 5-6 Este,6014968551,contacto@montenegro-vega.test,,CT-00275:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300276,ZORG,,Burgos Cifuentes and Martínez S.A.,BURGOS CIFUENTES AND MARTÍNEZ,848593981-0,,,CO,CUN,25754,Dg. 41 # 24-46 Sur,6013382100,contacto@burgos.test,,CT-00276:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300277,ZORG,,Salas-Giraldo S.A.S.,SALAS-GIRALDO,819756947-5,,,CO,ANT,05001,Cr. 86T # 5F-28,6013890033,contacto@salas-giraldo.test,,CT-00277:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300278,ZORG,,Salazar Inc S.A.,SALAZAR INC,816322979-7,,,CO,VAL,76001,Avenida carrera 146 # 7-5 Sur,6013061603,contacto@salazar.test,,CT-00278:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300279,ZORG,,Díaz-Cárdenas Ltda.,DÍAZ-CÁRDENAS,826117594-3,,,CO,CUN,25286,Av. carrera 41 # 74-4 Este,6012879438,contacto@díaz-cárdenas.test,,CT-00279:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300280,ZORG,,Martínez Rincón and Herrera S.A.S.,MARTÍNEZ RINCÓN AND HERRERA,829506743-4,,,CO,BOG,11001,Cl. 7 Bis G # 1-63 Sur,6011689864,contacto@martínez.test,,CT-00280:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300281,ZORG,,Guevara and Sons S.A.,GUEVARA AND SONS,872311544-3,,,CO,ANT,05001,Cr. 168 # 9-77,6011738613,contacto@guevara.test,,CT-00281:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300282,ZPER,X,LuiS,Rentería Díaz,,960411896,1984-05-27,CO,CUN,25286,Avenida Valle del Cauca # 1-65 Sur,3354595948,LUIS.MORENO0@EJEMPLO.TEST,,CR-00282:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300283,ZORG,,LA ESPIGA,LA ESPIGA,857049789-3,,,CO,CUN,25754,Carrera 89 # 9H-81 Este,6017698701,contacto@la.test,,CT-00283:ZSAL:A,,ZEMP,,,,2023-05-01,2026-09-01
0000300284,ZPER,X,Mabel,Rodríguez Rojas,,939394172,1990-04-02,CO,VAL,76001,Carrera 120 Sur # 7-8,3220913724,MABEL.HOYOS5@EJEMPLO.TEST,,CR-H0005:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300285,ZPER,X,Kevin Héctor,Rodríguez Castro,,978957163,1970-04-18,CO,ANT,05001,Calle 91 # 20F-1 Sur,3318166990,KEVIN.ORTIZ6@EJEMPLO.TEST,003,CR-00285:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300286,ZPER,X,Hernán Felix,Díaz Saavedra,,977778835,1950-12-08,CO,VAL,76001,Avenida carrera 37 # 59-84 Sur,3284070799,HERNÁN.FERNÁNDEZ12@EJEMPLO.TEST,002,CR-1001:ZCRE:A;CR-0990:ZCRE:C;EPS-77:ZSAL:A,ZHOT;ZSUP,ZAFI,,,,2024-03-01,2026-09-01
0000300288,ZPER,X,Milena,Vega Domínguez,,953863639,1952-12-05,CO,BOG,11001,Avenida Natalia Ramos Cabrera # 7-8 Sur,3294876871,MILENA.CARDONA14@EJEMPLO.TEST,001,CR-T0014:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300289,ZPER,X,Mónica Carolina,Jaimes Castillo,,,1989-09-13,CO,BOG,11001,Cl. 9Y Bis # 4-59 Sur,3328737447,MÓNICA.LÓPEZ15@EJEMPLO.TEST,,CR-00289:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
0000300290,ZPER,X,Eliecer Óscar,Quiroga García,,984514375,1987-11-11,CO,CUN,25286,Cl. 91D # 9-84 Este,123,ELIECER.MUÑOZ16@EJEMPLO.TEST,,CR-00290:ZCRE:A,,ZAFI,,,,2024-03-01,2026-09-01
